"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"Jungle Room","4.3","569","961 Denman St","Vancouver","British Columbia","CA","https://www.jungleroom.ca/","+1 604-558-4343","Restaurant","https://www.google.com/maps/search/?api=1&query=Jungle%20Room&query_place_id=ChIJqzGMgFpzhlQRRXMHDD5J58k"
"Robba da Matti (Westend)","4.4","812","1906 Haro St","Vancouver","British Columbia","CA","https://robbadamatti.com/","+1 604-423-3553","Italian restaurant","https://www.google.com/maps/search/?api=1&query=Robba%20da%20Matti%20(Westend)&query_place_id=ChIJ___7dydyhlQRH6syoy4hoIo"
"Tavola","4.5","920","1829 Robson St","Vancouver","British Columbia","CA","https://tavolavancouver.com/","+1 604-606-4680","Italian restaurant","https://www.google.com/maps/search/?api=1&query=Tavola&query_place_id=ChIJfZnyOohxhlQRAX10LargB0E"
"Kingyo Izakaya","4.6","3047","871 Denman St","Vancouver","British Columbia","CA","https://kingyo-izakaya.ca/","+1 604-608-1677","Izakaya restaurant","https://www.google.com/maps/search/?api=1&query=Kingyo%20Izakaya&query_place_id=ChIJd4CF7SdyhlQRoqTdwPGmzJo"
"Banana Leaf on Robson","4.2","1329","1779 Robson St","Vancouver","British Columbia","CA","https://www.bananaleaf-vancouver.com/robson","+1 604-569-3363","Malaysian restaurant","https://www.google.com/maps/search/?api=1&query=Banana%20Leaf%20on%20Robson&query_place_id=ChIJ1cv4PYhxhlQRE-YsD8Iaaac"
"Istanbul Doner Shop","4.5","799","990 Denman St","Vancouver","British Columbia","CA","https://istanbuldonershop.zomi.menu/","+1 604-568-4000","Turkish restaurant","https://www.google.com/maps/search/?api=1&query=Istanbul%20Doner%20Shop&query_place_id=ChIJc29beSVzhlQRuFzfhCA_a-M"
"Chicken World","4.7","2570","1181 Denman St","Vancouver","British Columbia","CA","http://www.chickenworldcanada.com/","+1 604-681-0007","Fast food restaurant","https://www.google.com/maps/search/?api=1&query=Chicken%20World&query_place_id=ChIJtXPMTvBzhlQRXRnWuohXyhY"
"Northern Cafe","4.9","5955","1640 East Kent Ave S","Vancouver","British Columbia","CA","http://northerncafeandgrill.com/","+1 778-532-6240","Restaurant","https://www.google.com/maps/search/?api=1&query=Northern%20Cafe&query_place_id=ChIJmVo1HEt0hlQRJ4QISlw3B9c"
"Hook Restaurant","4.2","1313","1210 Denman St","Vancouver","British Columbia","CA","http://www.hookrestaurant.ca/","+1 604-620-4668","Seafood restaurant","https://www.google.com/maps/search/?api=1&query=Hook%20Restaurant&query_place_id=ChIJqYIGTy9yhlQRuS6kHx4pVKM"
"Joojak Restaurant","4.6","706","3337 Kingsway","Vancouver","British Columbia","CA","https://m.facebook.com/pages/Joojak-Restaurant-%E6%9C%B1%E9%9B%80%E5%9D%8A/577836072337195","+1 604-563-8816","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Joojak%20Restaurant&query_place_id=ChIJEVyNr5F2hlQRgAL9ZC7p0Bw"
"Hyderabad Biryani House","4.7","11009","6231 Fraser St","Vancouver","British Columbia","CA","http://www.hyderabadbiryanihouse.ca/","+1 236-455-0125","Biryani restaurant","https://www.google.com/maps/search/?api=1&query=Hyderabad%20Biryani%20House&query_place_id=ChIJRy62VGt1hlQR8JGw7WuxZ5w"
"Sal y Limon Fraser","4.4","4852","6196 Fraser St","Vancouver","British Columbia","CA","https://www.salylimon.ca/","+1 604-677-4247","Mexican restaurant","https://www.google.com/maps/search/?api=1&query=Sal%20y%20Limon%20Fraser&query_place_id=ChIJ83_jy1dxhlQRhI1e7fLuLU8"
"Yu Xiang Yuan Restaurant","4.3","646","6591 Fraser St","Vancouver","British Columbia","CA","http://yuxiangyuantogo.com/","+1 604-620-1856","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Yu%20Xiang%20Yuan%20Restaurant&query_place_id=ChIJy6MKHkB0hlQR71__2gNoykA"
"Momo Hut","4.6","833","6372 Fraser St","Vancouver","British Columbia","CA","http://www.momohut.ca/","+1 604-428-8040","Restaurant","https://www.google.com/maps/search/?api=1&query=Momo%20Hut&query_place_id=ChIJv95Qo9J1hlQRBlqdCGJCduc"
"Mnimes Restaurant & Bar","4.7","415","6459 Victoria Dr","Vancouver","British Columbia","CA","https://mnimesrestaurantbar.ca/","+1 778-980-8880","Greek restaurant","https://www.google.com/maps/search/?api=1&query=Mnimes%20Restaurant%20%26%20Bar&query_place_id=ChIJdzGvNkN1hlQROkkAtZkL2sg"
"Nirvana - Indian restaurant","4.8","581","6482 Victoria Dr","Vancouver","British Columbia","CA","https://www.nirvanaonvictoria.com/","+1 604-872-8779","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Nirvana%20-%20Indian%20restaurant&query_place_id=ChIJQczHCdx1hlQRS_0SccRGeUQ"
"Wasawa’s Indian Restaurant","4.8","96","689 E 65th Ave","Vancouver","British Columbia","CA","http://wasawas.ca/","+1 604-325-1301","Restaurant","https://www.google.com/maps/search/?api=1&query=Wasawa%E2%80%99s%20Indian%20Restaurant&query_place_id=ChIJ4x1W7aZ1hlQRuGlYa21KHRo"
"Vegan Fried Chickun","4.5","510","5932 Fraser St","Vancouver","British Columbia","CA","http://www.veganfriedchickun.com/","+1 604-324-3299","Vegan restaurant","https://www.google.com/maps/search/?api=1&query=Vegan%20Fried%20Chickun&query_place_id=ChIJgelWOTd1hlQRWxtvrnpy1P4"
"Wang's Shanghai Cuisine","4.4","1233","3328 Kingsway #110","Vancouver","British Columbia","CA","https://wangsshanghaicuisine.shop/","+1 604-428-6818","Shanghainese restaurant","https://www.google.com/maps/search/?api=1&query=Wang's%20Shanghai%20Cuisine&query_place_id=ChIJZW0xSpB2hlQR3SrZFklSZD4"
"Todak Todak Korean Chicken Restaurant","4.3","504","3510 Kingsway","Vancouver","British Columbia","CA","http://todaktodak.ca/","+1 604-336-9866","Restaurant","https://www.google.com/maps/search/?api=1&query=Todak%20Todak%20Korean%20Chicken%20Restaurant&query_place_id=ChIJL35o_a13hlQRkJcsMIW7kV8"
"Prinkle Fried Chicken (Victoria Dr )","4.8","342","6441 Victoria Dr","Vancouver","British Columbia","CA","http://www.prinklechicken.com/","+1 604-566-9899","Fried chicken takeaway","https://www.google.com/maps/search/?api=1&query=Prinkle%20Fried%20Chicken%20(Victoria%20Dr%20)&query_place_id=ChIJvVUtTGB1hlQRX_ZU--_feUk"
"So Hyang Korean Cuisine","4.4","1484","6345 Fraser St","Vancouver","British Columbia","CA","https://so-hyang.ca/","+1 604-729-0702","Korean restaurant","https://www.google.com/maps/search/?api=1&query=So%20Hyang%20Korean%20Cuisine&query_place_id=ChIJjapwJRV0hlQROAAoOLJVmGY"
"Karakoram Restaurant","4.3","3909","6990 Victoria Dr","Vancouver","British Columbia","CA","https://www.karakoramrestaurant.com/","+1 604-737-1000","Pakistani restaurant","https://www.google.com/maps/search/?api=1&query=Karakoram%20Restaurant&query_place_id=ChIJB3MMFXV1hlQRFAa0ix8KpvA"
"Sumi Korean Restaurant","4.5","667","5628 Victoria Dr","Vancouver","British Columbia","CA","https://www.sumikoreanrestaurant.ca/","+1 604-620-9235","Korean restaurant","https://www.google.com/maps/search/?api=1&query=Sumi%20Korean%20Restaurant&query_place_id=ChIJcaBgLwh1hlQRp2UdMmvM6SI"
"PRINKLE FRIED CHICKEN (Vancouver)","4.7","470","6530 Fraser St","Vancouver","British Columbia","CA","http://www.prinklechicken.com/","+1 604-566-1552","Fried chicken takeaway","https://www.google.com/maps/search/?api=1&query=PRINKLE%20FRIED%20CHICKEN%20(Vancouver)&query_place_id=ChIJr0WEsip1hlQRFvadpTIM5UU"
"Shawarma Cafe","4.3","767","1412 E 49th Ave","Vancouver","British Columbia","CA","https://www.shawarma-cafe.ca/","+1 604-323-0007","Middle Eastern restaurant","https://www.google.com/maps/search/?api=1&query=Shawarma%20Cafe&query_place_id=ChIJqbCP86V1hlQRtHgWV8L2QJg"
"PHO IN LOVE AUTHENTIC VIETNAMESE RESTAURANT & BAR","4.9","242","1725 Davie St","Vancouver","British Columbia","CA","http://phoinlove.ca/","+1 604-609-7010","Restaurant","https://www.google.com/maps/search/?api=1&query=PHO%20IN%20LOVE%20AUTHENTIC%20VIETNAMESE%20RESTAURANT%20%26%20BAR&query_place_id=ChIJU0FPvhVzhlQR7sHMW2R5vts"
"Teahouse in Stanley Park","4.4","2389","7501 Stanley Park Dr","Vancouver","British Columbia","CA","http://vancouverdine.com/teahouse","+1 604-669-3281","Restaurant","https://www.google.com/maps/search/?api=1&query=Teahouse%20in%20Stanley%20Park&query_place_id=ChIJ7-_t7CFyhlQRi7LZGVmtdSs"
"Noah's Cafe","4.7","654","1096 Denman St","Vancouver","British Columbia","CA","https://www.noahscafe604.com/","+1 604-559-1096","Tapas bar","https://www.google.com/maps/search/?api=1&query=Noah's%20Cafe&query_place_id=ChIJOU68-ztzhlQRg30p3Cl_XoI"
"Diba Restaurant","4.9","665","1795 Pendrell St","Vancouver","British Columbia","CA","http://diba.restaurant/","+1 604-365-7973","Restaurant","https://www.google.com/maps/search/?api=1&query=Diba%20Restaurant&query_place_id=ChIJecsKPJRzhlQRIPUiXBfetRc"
"Mediterranean Grill Restaurant at Denman LTD..","4.3","2105","1152 Denman St","Vancouver","British Columbia","CA","https://www.mediterraneangrill.ca/","+1 604-689-1112","Restaurant","https://www.google.com/maps/search/?api=1&query=Mediterranean%20Grill%20Restaurant%20at%20Denman%20LTD..&query_place_id=ChIJYwRQryhyhlQRcFek5w_qOr4"
"Taqueria Jalisco Mexican Restaurant","4.9","2723","1180 Denman St #201","Vancouver","British Columbia","CA",,"+1 604-428-5577","Mexican restaurant","https://www.google.com/maps/search/?api=1&query=Taqueria%20Jalisco%20Mexican%20Restaurant&query_place_id=ChIJLyiydABzhlQRa-PA89MDwI8"
"Stanley Park Brewing Restaurant & Brewpub","4.3","2929","8901 Stanley Park Dr","Vancouver","British Columbia","CA","https://www.stanleyparkbrewing.com/brewpub/","+1 604-681-0460","Brewpub","https://www.google.com/maps/search/?api=1&query=Stanley%20Park%20Brewing%20Restaurant%20%26%20Brewpub&query_place_id=ChIJ28t23QxzhlQRlPVAoZUunSU"
"Chef Ron Restaurant & Bar","4.5","1218","1037 Denman St","Vancouver","British Columbia","CA","https://anorder.ca/chefron","+1 604-336-9994","Restaurant","https://www.google.com/maps/search/?api=1&query=Chef%20Ron%20Restaurant%20%26%20Bar&query_place_id=ChIJufCsY7hzhlQRJ5pRvUZ6tMQ"
"Cactus Club Cafe","4.4","4305","1790 Beach Ave","Vancouver","British Columbia","CA","https://www.cactusclubcafe.com/locations/english-bay/","+1 604-681-2582","Restaurant","https://www.google.com/maps/search/?api=1&query=Cactus%20Club%20Cafe&query_place_id=ChIJX0kLQy9yhlQR_mic2Fqppc0"
"mumu kitchen","4.3","550","1738 Davie St","Vancouver","British Columbia","CA","https://order.tryotter.com/s/mumu-kitchen/1738-davie-street-vancouver/47b433e4-1530-4c5b-b26e-9639a1ff703e","+1 604-423-2722","Korean restaurant","https://www.google.com/maps/search/?api=1&query=mumu%20kitchen&query_place_id=ChIJG1OD4h1zhlQR4gMrrKk63s4"
"Nook","4.5","687","781 Denman St","Vancouver","British Columbia","CA","http://nookrestaurants.com/","+1 604-568-4554","Italian restaurant","https://www.google.com/maps/search/?api=1&query=Nook&query_place_id=ChIJWX04OYhxhlQRrj8ua53qkZc"
"España Restaurant","4.4","854","1118 Denman St","Vancouver","British Columbia","CA","http://www.espanarestaurant.ca/","+1 604-558-4040","Spanish restaurant","https://www.google.com/maps/search/?api=1&query=Espa%C3%B1a%20Restaurant&query_place_id=ChIJcfQaoShyhlQRMi0PP9FMUsw"
"Babylon Restaurant & Bar","4.3","467","1162 Denman St","Vancouver","British Columbia","CA","https://www.babylon-restaurant.ca/","+1 778-689-4680","Mediterranean restaurant","https://www.google.com/maps/search/?api=1&query=Babylon%20Restaurant%20%26%20Bar&query_place_id=ChIJm256IG5zhlQRBbAxfDdcFdM"
"Chuan Yue","3.9","300","8329 Oak St","Vancouver","British Columbia","CA","https://chuanyuetogo.com/","+1 604-336-6238","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Chuan%20Yue&query_place_id=ChIJx_ejbmbZhVQRuXTDuLRZJUE"
"Tojo's Restaurant","4.2","787","1133 W Broadway","Vancouver","British Columbia","CA","http://www.tojos.com/","+1 604-872-8050","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Tojo's%20Restaurant&query_place_id=ChIJMYJSAcRzhlQRypjt6a7nKlQ"
"Camion Cafe - Food Truck","4.4","37","8425 Main St","Vancouver","British Columbia","CA",,"+1 236-412-1119","Mobile caterer","https://www.google.com/maps/search/?api=1&query=Camion%20Cafe%20-%20Food%20Truck&query_place_id=ChIJR36Mw65xhlQRCxlYc8qgsps"
"Miyako Sushi","2.8","452","2341 E Hastings St","Vancouver","British Columbia","CA","https://miyakosushi.zomi.menu/","+1 604-255-9411","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Miyako%20Sushi&query_place_id=ChIJQSmlgxhxhlQRB4Jp0RW8gFY"
"A&W Canada","4.1","809","6491 Oak St","Vancouver","British Columbia","CA","https://web.aw.ca/","+1 604-266-0502","Hamburger restaurant","https://www.google.com/maps/search/?api=1&query=A%26W%20Canada&query_place_id=ChIJuTRXDZ9zhlQRuGKaUegoK7g"
"Holi Masala Food Truck Office","4","22","8273 Ross St","Vancouver","British Columbia","CA","http://www.holimasala.com/","+1 604-325-5014","Indian takeaway","https://www.google.com/maps/search/?api=1&query=Holi%20Masala%20Food%20Truck%20Office&query_place_id=ChIJedVZH39xhlQRqq_Lf2Vt2BM"
"A&W Canada","3.8","734","468 SW Marine Dr","Vancouver","British Columbia","CA","https://web.aw.ca/","+1 604-327-0468","Hamburger restaurant","https://www.google.com/maps/search/?api=1&query=A%26W%20Canada&query_place_id=ChIJUaeYv_Z0hlQRj_EpoX3KYy8"
"McDonald's","3.7","1593","830 SW Marine Dr","Vancouver","British Columbia","CA","https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MjAzNzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","+1 604-718-1177","Fast food restaurant","https://www.google.com/maps/search/?api=1&query=McDonald's&query_place_id=ChIJk00dH-50hlQRuFg6Si9b_YM"
"Weiss Wares Tabletop | Restaurant Dinnerware | Flatware | Buffetware | Glassware - Vancouver","5","21","1868 Glen Dr unit 248","Vancouver","British Columbia","CA","https://www.weisswares.ca/","+1 604-377-5818","Restaurant supply store","https://www.google.com/maps/search/?api=1&query=Weiss%20Wares%20Tabletop%20%7C%20Restaurant%20Dinnerware%20%7C%20Flatware%20%7C%20Buffetware%20%7C%20Glassware%20-%20Vancouver&query_place_id=ChIJ1w6sTFTThVQRxl5xdWXsa3I"
"Pho Hoa + Jazen Tea (Oak)","3.2","378","1011 W 49th Ave","Vancouver","British Columbia","CA","http://www.phohoa.com/","+1 604-263-3555","Pho restaurant","https://www.google.com/maps/search/?api=1&query=Pho%20Hoa%20%2B%20Jazen%20Tea%20(Oak)&query_place_id=ChIJWzznCX10hlQRng2V3Gi1hIM"
"FRESH SUSHI","4.4","661","909 Expo Blvd","Vancouver","British Columbia","CA","http://www.freshsushi.ca/","+1 604-568-6112","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=FRESH%20SUSHI&query_place_id=ChIJz9sGZX1xhlQR7uAwQS9T6ts"
"海洋城 Seaport City Restaurant","3.5","271","2425 Cambie St.","Vancouver","British Columbia","CA","http://www.seaportcityrestaurant.com/","+1 604-222-7288","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=%E6%B5%B7%E6%B4%8B%E5%9F%8E%20Seaport%20City%20Restaurant&query_place_id=ChIJxWDQsoZzhlQRTT7P-m1sqsI"
"Sun Garden Chinese Restaurant","3.6","166","3832 Oak St","Vancouver","British Columbia","CA","http://sungardenchinese.com/","+1 604-733-3922","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Sun%20Garden%20Chinese%20Restaurant&query_place_id=ChIJhzuAa5NzhlQRIG-P1XOisAo"
"Mazuya Sushi Restaurant","4.3","173","2355 Burrard St","Vancouver","British Columbia","CA","http://mazuya-sushi.ca/","+1 604-566-5092","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Mazuya%20Sushi%20Restaurant&query_place_id=ChIJIdR4l7dzhlQRO0KEaW_7Vt4"
"Ginger Sushi","4.4","662","1437 Commercial Dr","Vancouver","British Columbia","CA","https://ginger-sushi.ca/","+1 604-255-5220","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Ginger%20Sushi&query_place_id=ChIJEbWiUT9xhlQR6TysLyO_-Gc"
"Shanghai Lu Restaurant","3.7","445","705 W Broadway","Vancouver","British Columbia","CA","https://dongbao.ca/","+1 604-873-9147","Cantonese restaurant","https://www.google.com/maps/search/?api=1&query=Shanghai%20Lu%20Restaurant&query_place_id=ChIJq4LTKt1zhlQRpy4Ahtva-g4"
"El Guapo - Mexican Restaurant Vancouver","3.9","599","1009 Hamilton St","Vancouver","British Columbia","CA","https://elguapo.ca/","+1 604-423-4224","Restaurant","https://www.google.com/maps/search/?api=1&query=El%20Guapo%20-%20Mexican%20Restaurant%20Vancouver&query_place_id=ChIJH2bzVGtzhlQRs1Ok98zdwLQ"
"Kisokoma Japanese Restaurant","4","296","805 W Broadway #112","Vancouver","British Columbia","CA","http://kisokoma.com/","+1 604-875-1117","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Kisokoma%20Japanese%20Restaurant&query_place_id=ChIJMZfgI8NzhlQRG4KcZgIsxCU"
"Mali Thai Restaurant","3.5","318","2710 Main St","Vancouver","British Columbia","CA","http://www.malithairestaurant.com/","+1 604-879-3929","Thai restaurant","https://www.google.com/maps/search/?api=1&query=Mali%20Thai%20Restaurant&query_place_id=ChIJY8q2LuJzhlQRoADKGGvapQY"
"Church's Chicken","3.9","2607","5704 Fraser Street, E 41st Ave","Vancouver","BC","CA","https://lowermainland.churchstexaschicken.com/","+1 604-321-2222","Chicken restaurant","https://www.google.com/maps/search/?api=1&query=Church's%20Chicken&query_place_id=ChIJydf90BN0hlQR5OFVu-6ooK0"
"Grace of India Restaurant","4.1","463","1284 Kingsway","Vancouver","British Columbia","CA","https://www.graceofindiayvr.com/","+1 604-428-8742","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Grace%20of%20India%20Restaurant&query_place_id=ChIJQ0usK6t2hlQR35W8wv3g5C0"
"Sushi Maro Japanese Restaurant","4","896","1168 Mainland St #101","Vancouver","British Columbia","CA","https://sushimaro.com/","+1 778-371-8332","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Sushi%20Maro%20Japanese%20Restaurant&query_place_id=ChIJN4qi39ZzhlQRlzqSDb047TY"
"Nikkyu Japanese Restaurant","4","491","3302 Main St","Vancouver","British Columbia","CA","https://nikkyujapanese.com/?utm_source=google&utm_medium=maps&utm_campaign=website","+1 604-873-2220","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Nikkyu%20Japanese%20Restaurant&query_place_id=ChIJJ0GsTPtzhlQRGcm9uJcNlF0"
"New Sun Restaurant","3.9","80","2925 Cambie St.","Vancouver","British Columbia","CA","https://www.newsunrestaurant.ca/","+1 604-876-1277","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=New%20Sun%20Restaurant&query_place_id=ChIJmXnWhuhzhlQRF9dpd6S1dT4"
"Kalvin's Restaurant","4.3","672","5225 Victoria Dr","Vancouver","British Columbia","CA","https://kalvinrestaurant.ca/","+1 604-321-2888","Taiwanese restaurant","https://www.google.com/maps/search/?api=1&query=Kalvin's%20Restaurant&query_place_id=ChIJ2y8xHh50hlQRWhRBYqcleik"
"Farmer's Apprentice Restaurant","4.3","428","1535 W 6th Ave","Vancouver","British Columbia","CA","http://www.farmersapprentice.ca/","+1 604-620-2070","Pacific Northwest restaurant (Canada)","https://www.google.com/maps/search/?api=1&query=Farmer's%20Apprentice%20Restaurant&query_place_id=ChIJiVOKeshzhlQRH8k4h0rMVc4"
"Po Kong","4.4","1137","1334 Kingsway","Vancouver","British Columbia","CA","http://www.pokongvegetarian.ca/","+1 604-876-3088","Vegetarian restaurant","https://www.google.com/maps/search/?api=1&query=Po%20Kong&query_place_id=ChIJbSuII6t2hlQR5dXyYzlSTa8"
"Aling Ening Restaurant","4.4","105","4253 Fraser St","Vancouver","British Columbia","CA","https://www.facebook.com/Aling-Ening-152444318116515/","+1 604-873-1956","Filipino restaurant","https://www.google.com/maps/search/?api=1&query=Aling%20Ening%20Restaurant&query_place_id=ChIJw0CjWwd0hlQRC0ZtMN1lywI"
"Royal Seoul House Restaurant","3.8","721","1215 W Broadway","Vancouver","British Columbia","CA","http://www.royalseoulhouse.com/","+1 604-739-9001","Korean restaurant","https://www.google.com/maps/search/?api=1&query=Royal%20Seoul%20House%20Restaurant&query_place_id=ChIJIdP7usZzhlQR_sznvH1QV7o"
"Suika Japanese Restaurant","4.5","2260","1626 W Broadway","Vancouver","British Columbia","CA","https://www.suika-snackbar.com/","+1 604-730-1678","Izakaya restaurant","https://www.google.com/maps/search/?api=1&query=Suika%20Japanese%20Restaurant&query_place_id=ChIJ_4mfbbhzhlQRMEEC_lcgKOE"
"McDonald's","3.5","866","1482 W Broadway","Vancouver","British Columbia","CA","https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MjA1OTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","+1 604-718-1191","Fast food restaurant","https://www.google.com/maps/search/?api=1&query=McDonald's&query_place_id=ChIJbW0YnsdzhlQR2mtc9pcWMWw"
"Dakshin Restaurant",,"0","1605 W 5th Ave","Vancouver","British Columbia","CA",,,"Restaurant","https://www.google.com/maps/search/?api=1&query=Dakshin%20Restaurant&query_place_id=ChIJAQBcWshzhlQR8I6qzo1fhPw"
"Bakery by Jany | Gluten Free Coffee Shop - Kitsilano","4.2","210","1939 Cornwall Ave","Vancouver","British Columbia","CA","http://www.glutenfreebyjany.com/","+1 604-736-0885","Bakery","https://www.google.com/maps/search/?api=1&query=Bakery%20by%20Jany%20%7C%20Gluten%20Free%20Coffee%20Shop%20-%20Kitsilano&query_place_id=ChIJ0Tbh6MpzhlQRrooBuZBYlGw"
"Haiyi Seafood Restaurant","3.9","598","4818 Main St","Vancouver","British Columbia","CA","https://haiyiseafoodrestaurant.zomi.menu/","+1 604-321-4448","Seafood restaurant","https://www.google.com/maps/search/?api=1&query=Haiyi%20Seafood%20Restaurant&query_place_id=ChIJ1YnJiAl0hlQRs1kIV8dTc-Q"
"Chau Veggie Express","4.4","199","1689 Johnston St","Vancouver","British Columbia","CA","http://chowatchau.ca/","+1 778-379-9508","Cafe","https://www.google.com/maps/search/?api=1&query=Chau%20Veggie%20Express&query_place_id=ChIJn266dc5zhlQRuo9mi1ya7d4"
"Pho Viet Lotus Restaurant",,"0","2680 W Broadway","Vancouver","British Columbia","CA",,,"Vietnamese restaurant","https://www.google.com/maps/search/?api=1&query=Pho%20Viet%20Lotus%20Restaurant&query_place_id=ChIJj5oLIGZzhlQRNImeNMA4N7Q"
"Donair Dude","4.1","557","3209 W Broadway","Vancouver","British Columbia","CA","https://www.donairdude.com/","+1 604-564-1294","Doner kebab restaurant","https://www.google.com/maps/search/?api=1&query=Donair%20Dude&query_place_id=ChIJjWFvJ6tzhlQRb28fkiHy7-U"
"Chickpea Food Truck","4.4","331","4th and, Yew St","Vancouver","BC","CA","http://www.ilovechickpea.ca/","+1 778-994-3954","Vegan restaurant","https://www.google.com/maps/search/?api=1&query=Chickpea%20Food%20Truck&query_place_id=ChIJubNZNNZzhlQRPvnwFcpua1w"
"Moon Sushi Aburi on Dunbar (5% off website orders!)","4.2","224","4385 Dunbar St","Vancouver","British Columbia","CA","https://moonsushi.ca/","+1 604-221-7874","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Moon%20Sushi%20Aburi%20on%20Dunbar%20(5%25%20off%20website%20orders!)&query_place_id=ChIJM1ZdEBFzhlQRetiKKqAJfR0"
"Ah Long Sushi and Ah Long Ramen","4.2","210","2697 W Broadway","Vancouver","British Columbia","CA","http://ahlongsushi.com/","+1 604-730-9229","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Ah%20Long%20Sushi%20and%20Ah%20Long%20Ramen&query_place_id=ChIJPcT0Cn1zhlQRsydwzcy4c48"
"White Spot Kerrisdale","3.8","1085","5367 West Blvd","Vancouver","British Columbia","CA","https://www.whitespot.ca/locations/vancouver-kerrisdale/?utm_source=G&utm_medium=local&utm_campaign=google-local","+1 604-266-1288","Restaurant","https://www.google.com/maps/search/?api=1&query=White%20Spot%20Kerrisdale&query_place_id=ChIJkWXK_XlzhlQRxUuv-2x-KME"
"Broadway Chinese","2.7","207","1410 W Broadway","Vancouver","British Columbia","CA","https://broadwaychinese.zomi.menu/","+1 604-731-0488","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Broadway%20Chinese&query_place_id=ChIJEWTRCMdzhlQRFMr-oBhK68U"
"Ginger & Chili Restaurant","4","173","4409 W 10th Ave","Vancouver","British Columbia","CA","http://gingerandchili.ca/","+1 604-222-2223","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Ginger%20%26%20Chili%20Restaurant&query_place_id=ChIJGdsIU-RyhlQRRpbfk63Xtcg"
"Golden Seafood Restaurant","3.9","478","2425 Nanaimo St","Vancouver","British Columbia","CA","https://www.goldenseafoodvancouver.com/","+1 604-568-8268","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Golden%20Seafood%20Restaurant&query_place_id=ChIJmSJcZBBxhlQRk7ZH58ST_T8"
"Golden Swan Restaurant","3.9","1385","5380 Victoria Dr","Vancouver","British Columbia","CA","http://www.goldenswanrestaurant.com/","+1 604-321-6621","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Golden%20Swan%20Restaurant&query_place_id=ChIJH2JAMh50hlQRJp-aHtMNvTg"
"Fortune City Seafood Restaurant","4","947","2800 E 1st Ave #302","Vancouver","British Columbia","CA",,"+1 604-255-0008","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Fortune%20City%20Seafood%20Restaurant&query_place_id=ChIJ_eZfPi5xhlQRHJc5fdeMTao"
"Sio Bread, Café and Japanese restaurant","4.6","46","636 Main St","Vancouver","British Columbia","CA","https://www.ubereats.com/ca/store/sio-bread-cafe-and-japanese-restaurant/cdWnsWpEX9mPmP-syK8FpA?diningMode=DELIVERY&surfaceName=","+1 604-564-0550","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Sio%20Bread%2C%20Caf%C3%A9%20and%20Japanese%20restaurant&query_place_id=ChIJ0X9bTgBxhlQRerl1l4dX_gs"
"Hitoe Sushi Japanese Restaurant Gluten Free","4.4","583","3347 W 4th Ave","Vancouver","British Columbia","CA","https://hitoesushivancouver.blog.fc2.com/blog-entry-1.html","+1 778-371-4619","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Hitoe%20Sushi%20Japanese%20Restaurant%20Gluten%20Free&query_place_id=ChIJbfxpbFRyhlQRHkRD1iYvHss"
"Sun Bo Kong Vegetarian Restaurant","4.4","1175","1363 Kingsway","Vancouver","British Columbia","CA","http://sunbokong.com/","+1 604-255-8927","Vegetarian restaurant","https://www.google.com/maps/search/?api=1&query=Sun%20Bo%20Kong%20Vegetarian%20Restaurant&query_place_id=ChIJAQBwO6t2hlQRZgyCaYHhQVA"
"Vallarta's Mexican Restaurant(Best Price on Website!)","4.1","598","2891 E Broadway","Vancouver","British Columbia","CA","https://vallartasmexicanrestaurant.zomi.menu/","+1 604-216-2535","Mexican restaurant","https://www.google.com/maps/search/?api=1&query=Vallarta's%20Mexican%20Restaurant(Best%20Price%20on%20Website!)&query_place_id=ChIJNSkqzMx2hlQRkfwrw3Z2MEE"
